"Rk" "Season" "Tm" "Lg" "G" "W" "L" "W/L%" "MP" "FG" "FGA" "2P" "2PA" "3P" "3PA" "FT" "FTA" "ORB" "DRB" "TRB" "AST" "STL" "BLK" "TOV" "PF" "PTS"
"32" 532 "2001-02" "DAL*" "NBA" 82 57 25 0.695 242.4 39 84.5 31.5 64.5 7.6 20.1 19.6 24.3 11.2 31.3 42.5 22.1 7.1 4.8 12.1 22.5 105.2
"33" 533 "2001-02" "CLE" "NBA" 82 29 53 0.354 242.1 36 80.3 31.2 67.8 4.7 12.5 18.6 24.1 11.8 30.3 42.1 23.1 7 5.7 14.6 21.4 95.3
"34" 534 "2001-02" "CHI" "NBA" 82 21 61 0.256 241.5 34.3 79.2 30.6 68.6 3.7 10.6 17.2 23.9 11.3 28.8 40 22.2 7.7 4.4 15.3 22.4 89.5
"35" 535 "2001-02" "CHH*" "NBA" 82 44 38 0.537 240.9 35.3 80.2 31.1 68.1 4.2 12.1 19.1 25.7 12.9 30.5 43.5 21.5 8 5.6 14 21.3 93.9
"36" 536 "2001-02" "BOS*" "NBA" 82 49 33 0.598 241.8 34.8 82.1 26.3 58.4 8.5 23.7 18.3 23.9 10.9 31.3 42.2 21 9.7 3.6 13.6 21.7 96.4
"37" 537 "2001-02" "ATL" "NBA" 82 33 49 0.402 241.2 35.4 80.6 30.2 66 5.2 14.6 18.1 23.7 11.6 29.8 41.5 20.2 8.1 4.3 15.5 20.8 94
"38" 538 "2000-01" "WAS" "NBA" 82 19 63 0.232 240 34.5 78.7 31.2 68.4 3.4 10.3 20.8 27.4 12.4 28.9 41.3 20.1 7.7 4.7 17 23.3 93.2
"39" 539 "2000-01" "VAN" "NBA" 82 23 59 0.28 241.2 35 79.7 31 68.2 4 11.5 17.8 23.1 10.9 29.6 40.5 23.2 7.1 4.4 15.7 21.1 91.7
"40" 540 "2000-01" "UTA*" "NBA" 82 53 29 0.646 241.2 36.1 76.7 32.1 66.3 4 10.4 20.9 27.8 11.5 29.1 40.6 25.7 8.1 5.6 15.8 25.7 97.1
"41" 541 "2000-01" "TOR*" "NBA" 82 47 35 0.573 243.4 37.2 85 31.9 70.8 5.2 14.2 18.1 24.2 13.6 30.8 44.5 24.4 7.3 6.3 13.2 21.3 97.6
"42" 542 "2000-01" "SEA" "NBA" 82 44 38 0.537 241.5 36.9 81.1 31.3 66.8 5.7 14.3 17.7 24.2 12.2 29.5 41.7 21.9 8 5 15.3 21.1 97.3
"43" 543 "2000-01" "SAS*" "NBA" 82 58 24 0.707 241.8 35.2 76.4 29.7 63 5.4 13.3 20.4 28.5 11 33.1 44.1 21.7 6.9 7 14 18.9 96.2
"44" 544 "2000-01" "SAC*" "NBA" 82 55 27 0.671 244.9 38.2 85 32.4 68.5 5.8 16.5 19.5 25.3 12 33 45 22.6 9.7 5.3 14.9 19.5 101.7
"45" 545 "2000-01" "POR*" "NBA" 82 50 32 0.61 241.2 36.6 78.3 32.1 65.4 4.5 12.9 17.6 23.2 11.7 30.3 42 23.9 8.2 5.1 15.3 21.3 95.4
"46" 546 "2000-01" "PHO*" "NBA" 82 51 31 0.622 241.5 35.9 82.4 31.9 69.5 4 12.9 18.2 24.1 11.8 30.8 42.7 23.2 9.5 5.2 15.2 22.7 94
"47" 547 "2000-01" "PHI*" "NBA" 82 56 26 0.683 242.1 35.4 79.1 32.2 69.3 3.2 9.8 20.7 27.8 13.1 31.7 44.8 20.6 8.4 5 15.8 20.4 94.7
"48" 548 "2000-01" "ORL*" "NBA" 82 43 39 0.524 243.4 36.7 83.8 30.8 67.4 6 16.4 18 25.2 13 29.9 42.9 22 8.2 5.9 15.2 25.3 97.5
"49" 549 "2000-01" "NYK*" "NBA" 82 48 34 0.585 242.7 33.6 75.6 28.8 62 4.8 13.6 16.8 21.1 9.4 30.8 40.2 18.5 6.6 4.2 14.5 22.7 88.7
"50" 550 "2000-01" "NJN" "NBA" 82 26 56 0.317 240.6 33.9 79.9 29.5 66.7 4.4 13.2 19.9 26.2 11.1 28.5 39.6 19.5 7.9 5 14.7 24.2 92.1
"51" 551 "2000-01" "MIN*" "NBA" 82 47 35 0.573 241.8 38.4 83.8 34.5 72.8 3.9 11 16.6 21.2 12.2 30.1 42.3 25.4 8.3 5.6 13.9 23.2 97.3
"52" 552 "2000-01" "MIL*" "NBA" 82 52 30 0.634 241.2 38 82.9 31.1 64.8 6.9 18.1 18 22.9 11.9 30.5 42.4 22.5 8.2 4.7 13.7 23.5 100.7
"53" 553 "2000-01" "MIA*" "NBA" 82 50 32 0.61 242.4 32.9 76.3 27 59.4 5.8 16.9 17.4 22.9 9.9 29.7 39.6 19.9 7.7 3.7 13.7 21 88.9
"54" 554 "2000-01" "LAL*" "NBA" 82 56 26 0.683 242.7 37.9 81.5 32.6 66 5.4 15.5 19.4 28.5 13.2 31.5 44.7 23 6.9 6 14.4 22.8 100.6
"55" 555 "2000-01" "LAC" "NBA" 82 31 51 0.378 244.3 35.3 78.9 30.9 65.9 4.4 13 17.4 25.1 11.7 31.2 42.9 19.3 6 6.3 15.8 21.6 92.5
"56" 556 "2000-01" "IND*" "NBA" 82 41 41 0.5 243.7 34.5 78.4 29.7 64.3 4.8 14.1 18.8 24.5 11.2 31.6 42.9 21.5 6.9 5.9 15.2 23.5 92.6
"57" 557 "2000-01" "HOU" "NBA" 82 45 37 0.549 241.8 35.9 79.2 29.7 62 6.1 17.2 19.3 25.4 11.2 30.8 42 19.7 7.2 4.4 14.7 20.2 97.2
"58" 558 "2000-01" "GSW" "NBA" 82 17 65 0.207 241.2 35.8 87.5 32.4 75.7 3.4 11.8 17.4 24.7 16.4 29.1 45.5 21.8 9 5 15.9 21.1 92.5
"59" 559 "2000-01" "DET" "NBA" 82 32 50 0.39 242.1 35.6 83.9 30.9 70.3 4.7 13.6 19.6 27.2 13.5 32 45.5 19.9 7.5 5.5 15.9 23.8 95.6
"60" 560 "2000-01" "DEN" "NBA" 82 40 42 0.488 241.2 36.3 83.9 30.1 66.3 6.2 17.6 17.7 24 12.7 31.5 44.2 24 6.7 6.6 13.9 22.2 96.6
"61" 561 "2000-01" "DAL*" "NBA" 82 53 29 0.646 241.5 37.6 81.9 31.3 65.4 6.3 16.5 18.9 23.8 10.1 31.4 41.5 21.2 7.5 6 13.9 23.3 100.5
"62" 562 "2000-01" "CLE" "NBA" 82 30 52 0.366 241.8 35.2 79.7 32.6 71.6 2.7 8 19 24.9 12.4 29.8 42.1 20.8 7.8 5.3 16.5 23.2 92.2
"63" 563 "2000-01" "CHI" "NBA" 82 15 67 0.183 242.1 33.2 78.2 29.2 66.6 4 11.6 17.2 23.3 11.3 27.6 38.9 22.1 8.2 4.6 15.8 23.2 87.6
"64" 564 "2000-01" "CHH*" "NBA" 82 46 36 0.561 242.4 34.1 79.3 30 67.3 4.1 12 19.5 26.2 12.6 31.8 44.4 23.2 8.1 5.5 14.4 21.4 91.9
"65" 565 "2000-01" "BOS" "NBA" 82 36 46 0.439 241.8 33.8 79.1 26.6 59.2 7.2 19.9 19.8 26.7 10.9 28.9 39.8 20.8 9.4 4.1 15.7 23.8 94.6
"66" 566 "2000-01" "ATL" "NBA" 82 25 57 0.305 240.6 35.1 81.3 31 69.9 4.1 11.4 16.8 22.1 12.5 30.4 42.9 19 7.7 4.7 16.7 22.7 91
"67" 567 "1999-00" "WAS" "NBA" 82 29 53 0.354 241.5 36.7 81.5 32.6 70.6 4.1 10.9 19.1 25.7 13 29.7 42.7 21.6 7.2 4.7 16.1 26.2 96.6
"68" 568 "1999-00" "VAN" "NBA" 82 22 60 0.268 242.1 35.3 78.5 31.3 67.6 4 11 19.4 25.1 12.3 28.3 40.6 20.7 7.4 4.2 16.8 22.9 93.9
"69" 569 "1999-00" "UTA*" "NBA" 82 55 27 0.671 240.9 36.1 77.8 32.1 67.4 4 10.4 20.3 26.2 11.4 29.6 41 24.9 7.7 5.4 14.9 24.5 96.5
"70" 570 "1999-00" "TOR*" "NBA" 82 45 37 0.549 240.9 36.3 83.9 31.2 69.6 5.2 14.3 19.3 25.2 13.4 29.9 43.3 23.7 8.1 6.6 13.9 24.3 97.2
"71" 571 "1999-00" "SEA*" "NBA" 82 45 37 0.549 241.2 37.9 84.7 31.2 65.1 6.7 19.6 16.6 23.9 12.7 30.3 43 22.9 8 4.2 14 21.7 99.1
"72" 572 "1999-00" "SAS*" "NBA" 82 53 29 0.646 242.1 36 78 32 67.2 4 10.8 20.1 27 11.3 32.5 43.8 22.2 7.5 6.7 15 20.9 96.2
"73" 573 "1999-00" "SAC*" "NBA" 82 44 38 0.537 241.5 40 88.9 33.4 68.7 6.5 20.2 18.5 24.6 12.9 32.1 45 23.8 9.6 4.6 16.2 21.1 105
"74" 574 "1999-00" "POR*" "NBA" 82 59 23 0.72 241.2 36.8 78.4 31.9 64.7 5 13.8 18.8 24.7 11.8 31.2 43 23.5 7.7 4.8 15.2 22.7 97.5
"75" 575 "1999-00" "PHO*" "NBA" 82 53 29 0.646 241.5 37.7 82.6 32.1 67.4 5.6 15.2 17.9 23.6 12.5 31.2 43.7 25.6 9.1 5.3 16.7 24.1 98.9
"76" 576 "1999-00" "PHI*" "NBA" 82 49 33 0.598 241.8 36.5 82.6 34 74.8 2.5 7.8 19.2 27.1 14 30.1 44.1 22.2 9.6 4.7 15.7 23.6 94.8
"77" 577 "1999-00" "ORL" "NBA" 82 41 41 0.5 240.9 38.6 85.5 35.1 74.9 3.6 10.6 19.2 26.1 14 31 44.9 20.8 9.1 5.7 17.6 24 100.1
"78" 578 "1999-00" "NYK*" "NBA" 82 50 32 0.61 241.8 35.3 77.7 31 66.3 4.3 11.4 17.2 22 9.8 30.7 40.5 19.4 6.3 4.3 14.6 24.2 92.1
"79" 579 "1999-00" "NJN" "NBA" 82 31 51 0.378 241.8 36.3 83.9 30.5 67.2 5.8 16.8 19.5 24.9 12.7 28.2 40.9 20.6 8.8 4.8 13.6 23.3 98
"80" 580 "1999-00" "MIN*" "NBA" 82 50 32 0.61 242.7 39.3 84.3 36.3 75.5 3 8.7 16.8 21.6 12.4 30.1 42.5 26.9 7.6 5.4 13.9 23.3 98.5
"81" 581 "1999-00" "MIL*" "NBA" 82 42 40 0.512 242.1 38.7 83.3 33.9 70.2 4.8 13 19 24.2 12.4 28.9 41.3 22.6 8.2 4.6 15 24.6 101.2
"82" 582 "1999-00" "MIA*" "NBA" 82 52 30 0.634 241.8 36.3 78.8 30.8 64.1 5.4 14.7 16.4 22.3 11.2 31.9 43.2 23.5 7.1 6.4 15 23.7 94.4
"83" 583 "1999-00" "LAL*" "NBA" 82 67 15 0.817 241.5 38.3 83.4 34.1 70.6 4.2 12.8 20.1 28.9 13.6 33.4 47 23.4 7.5 6.5 13.9 22.5 100.8
"84" 584 "1999-00" "LAC" "NBA" 82 15 67 0.183 240.3 35.1 82.4 29.9 67 5.2 15.5 16.6 22.3 11.6 29 40.6 18 7 6 16.2 22.2 92
"85" 585 "1999-00" "IND*" "NBA" 82 56 26 0.683 240.6 37.2 81 30 62.8 7.1 18.1 19.9 24.5 10.3 31.9 42.1 22.6 6.8 5.1 14.1 21.8 101.3
"86" 586 "1999-00" "HOU" "NBA" 82 34 48 0.415 241.8 36.6 81.3 29.5 61.5 7.1 19.8 19.2 26.2 12.3 31.5 43.8 21.6 7.5 5.3 17.4 20.3 99.5
"87" 587 "1999-00" "GSW" "NBA" 82 19 63 0.232 240.9 36.5 87.1 32.3 74 4.2 13 18.3 26.2 15.9 29.7 45.6 22.6 8.9 4.3 15.9 24.9 95.5
"88" 588 "1999-00" "DET*" "NBA" 82 42 40 0.512 241.8 37.1 80.9 31.8 66 5.4 14.9 23.9 30.6 11.2 30 41.2 20.8 8.1 3.3 15.7 24.5 103.5
"89" 589 "1999-00" "DEN" "NBA" 82 35 47 0.427 242.1 37.3 84.3 31.5 67.2 5.7 17 18.7 25.8 13.1 31.6 44.7 23.3 6.8 7.5 15.6 23.9 99
"90" 590 "1999-00" "DAL" "NBA" 82 40 42 0.488 240.6 39 85.9 32.6 69.8 6.3 16.2 17.2 21.4 11.4 29.8 41.2 22.1 7.2 5.1 13.7 21.6 101.4
"91" 591 "1999-00" "CLE" "NBA" 82 32 50 0.39 242.1 36.3 82.1 32.1 70.9 4.2 11.2 20.2 26.9 12.3 30.5 42.8 23.7 8.7 4.4 17.4 27.1 97
"92" 592 "1999-00" "CHI" "NBA" 82 17 65 0.207 241.5 31.3 75.4 27.1 62.8 4.1 12.6 18.1 25.5 12.6 28.3 40.9 20.1 7.9 4.7 19 23.3 84.8
"93" 593 "1999-00" "CHH*" "NBA" 82 49 33 0.598 241.2 35.8 79.7 31.7 67.5 4.1 12.2 22.7 30 10.8 32.1 42.9 24.7 8.9 5.9 14.7 20.4 98.4
"94" 594 "1999-00" "BOS" "NBA" 82 35 47 0.427 240.6 37.2 83.9 32.2 68.5 5.1 15.4 19.8 26.5 13.5 29.5 43 21.2 9.7 3.5 15.4 27.1 99.3
"95" 595 "1999-00" "ATL" "NBA" 82 28 54 0.341 241.8 36.6 83 33.4 73.1 3.1 9.9 18 24.2 14 31.3 45.3 18.9 6.1 5.6 15.4 21 94.3
"96" 596 "1998-99" "WAS" "NBA" 50 18 32 0.36 241 35.4 79.4 31.8 67.8 3.6 11.6 16.9 24 11.9 28.1 40 21.3 7.9 3.9 14.7 23 91.2
"97" 597 "1998-99" "VAN" "NBA" 50 8 42 0.16 243.5 32.9 76.8 29.9 67.7 3 9.1 20.2 28.2 13 27.2 40.2 19.3 8.4 4 17 22.5 88.9
"98" 598 "1998-99" "UTA*" "NBA" 50 37 13 0.74 243.5 33.7 72.4 30.9 64.6 2.8 7.8 23.2 30.2 11.1 30.2 41.3 24.1 8 5.5 16.3 22.7 93.3
"99" 599 "1998-99" "TOR" "NBA" 50 23 27 0.46 241.5 33.2 78.8 28.7 65.6 4.5 13.2 20.2 26.6 14.2 28.9 43.2 20.7 8.8 6.4 16 22.8 91.1
"100" 600 "1998-99" "SEA" "NBA" 50 25 25 0.5 242 35.1 79.5 28.9 61.5 6.2 18 18.4 27.1 13.5 28.4 42 21.7 7.9 4 15.3 20.9 94.9
"1" 601 "1998-99" "SAS*" "NBA" 50 37 13 0.74 241.5 34.8 76.2 31.4 65.8 3.4 10.4 19.8 28.3 12.3 31.7 44 22 8.4 7 15.2 20.2 92.8
"2" 602 "1998-99" "SAC*" "NBA" 50 27 23 0.54 244 38.4 86.1 32.6 67.3 5.8 18.9 17.7 25.9 14.1 31.5 45.6 22.6 8.9 4.6 16.8 20.3 100.2
"3" 603 "1998-99" "POR*" "NBA" 50 35 15 0.7 243.5 34.9 79.1 30 65.6 4.9 13.5 20 27 12.9 31.4 44.3 21.5 8.2 5.8 15.4 22.5 94.8
"4" 604 "1998-99" "PHO*" "NBA" 50 27 23 0.54 241 35.9 80.1 30.7 66 5.2 14 18.5 24.3 12 28.4 40.3 25 8.9 4 13.6 20.4 95.6
"5" 605 "1998-99" "PHI*" "NBA" 50 28 22 0.56 243 33.1 77.7 31.2 70.2 2 7.4 21.5 29.7 14.6 28.6 43.1 18.7 10.8 5.4 16.4 23 89.7
"6" 606 "1998-99" "ORL*" "NBA" 50 33 17 0.66 241 33.7 78.9 29.3 65.4 4.5 13.5 17.5 25 13.8 28.9 42.7 21.3 9.9 4.3 16.4 18.7 89.5
"7" 607 "1998-99" "NYK*" "NBA" 50 27 23 0.54 242 32.2 74.1 28 62.3 4.2 11.8 17.8 24.4 11 30.2 41.2 19.3 7.9 5.2 16.1 22.8 86.4
"8" 608 "1998-99" "NJN" "NBA" 50 16 34 0.32 241 33.8 83.2 29.3 69.6 4.5 13.6 19.2 25 14.3 28.7 43 18.5 9.8 5.5 15 22.7 91.4
"9" 609 "1998-99" "MIN*" "NBA" 50 25 25 0.5 240.5 36.8 86.5 34.3 78.3 2.4 8.2 17 22.9 15.1 27.8 42.9 24.4 8.5 5.4 12.8 23.7 92.9
"10" 610 "1998-99" "MIL*" "NBA" 50 28 22 0.56 241 35.1 76.4 30.4 64 4.6 12.4 16.9 23.1 11.4 27.4 38.8 20.6 8.8 4 14.4 22.8 91.7
"11" 611 "1998-99" "MIA*" "NBA" 50 33 17 0.66 240.5 32.3 71.3 26.5 55.2 5.8 16.1 18.6 25.2 10.1 30.2 40.3 20.4 6.5 6.1 14.9 20.7 89
"12" 612 "1998-99" "LAL*" "NBA" 50 31 19 0.62 241 36.8 78.7 32 65 4.8 13.7 20.5 30.1 12.4 29.6 42 21.9 7.8 5.7 15.1 24.6 99
"13" 613 "1998-99" "LAC" "NBA" 50 9 41 0.18 242.5 34.2 80.1 29.9 66.8 4.3 13.4 17.7 24.5 13.3 25.9 39.2 16.4 8.5 4.7 15.9 24.5 90.4
"14" 614 "1998-99" "IND*" "NBA" 50 33 17 0.66 242 34.6 77.3 28.7 61.3 5.9 16 19.5 24.6 11.5 29 40.5 20.1 6.3 4.5 13 21.6 94.7
"15" 615 "1998-99" "HOU*" "NBA" 50 31 19 0.62 241.5 35.1 76 28.4 57.7 6.7 18.3 17.3 23.7 10.7 30.8 41.5 21.2 7.7 5.2 16.2 19.2 94.2
"16" 616 "1998-99" "GSW" "NBA" 50 21 29 0.42 242.5 34.6 83.5 31.4 72.2 3.2 11.3 15.9 23.5 16.3 31.2 47.5 20.7 8.3 4.4 15.4 25.4 88.3
"17" 617 "1998-99" "DET*" "NBA" 50 29 21 0.58 241 33.2 74.3 28.2 60.7 5 13.6 19 25.7 12.1 28.2 40.3 20.2 8.9 4.2 15.8 22.8 90.4
"18" 618 "1998-99" "DEN" "NBA" 50 14 36 0.28 240.5 33.6 79.8 27.6 61.3 6 18.4 20.2 26.5 12.9 27.8 40.8 19.4 7.5 5.5 14.8 22.9 93.5
"19" 619 "1998-99" "DAL" "NBA" 50 19 31 0.38 241.5 35 80.7 30.9 68.8 4 11.9 17.6 24.2 12.9 29.6 42.5 18.4 7 5.8 13.8 21.3 91.6
"20" 620 "1998-99" "CLE" "NBA" 50 22 28 0.44 241 31.2 71.2 27.6 60.5 3.6 10.7 20.3 27.1 9.4 26.3 35.8 21.9 9 4.1 15.7 24.2 86.4
"21" 621 "1998-99" "CHI" "NBA" 50 13 37 0.26 241.5 30.8 76.7 27.2 64.5 3.5 12.2 16.8 23.7 11.5 27.9 39.3 20.3 8.7 3.4 15.5 22.2 81.9
"22" 622 "1998-99" "CHH" "NBA" 50 26 24 0.52 243 33.4 74.4 28.1 59.7 5.4 14.7 20.7 27.7 9.6 29.9 39.5 22.2 8.9 4.9 15.9 22 92.9
"23" 623 "1998-99" "BOS" "NBA" 50 19 31 0.38 243 36.3 83.3 30.9 68.1 5.5 15.2 14.9 21.5 13.6 29.2 42.8 21.5 9.1 5.1 16.1 23.9 93
"24" 624 "1998-99" "ATL*" "NBA" 50 31 19 0.62 241.5 30.8 75.2 26.8 62.3 3.9 12.9 20.8 28.4 13.5 30 43.5 15.6 6.9 5.2 14.9 19.7 86.3
"25" 625 "1997-98" "WAS" "NBA" 82 42 40 0.512 241.5 37.6 83.1 33.7 71.5 3.9 11.5 18.2 26.3 13.7 28.5 42.2 23.2 8.4 4.6 14.1 22.4 97.2
"26" 626 "1997-98" "VAN" "NBA" 82 19 63 0.232 241.8 36.7 80.1 32.7 69.1 4 11 19.3 26.2 13.2 28.2 41.4 23.9 7.5 4.3 17.1 22.1 96.6
"27" 627 "1997-98" "UTA*" "NBA" 82 62 20 0.756 241.2 36.5 74.5 33.5 66.4 3 8.2 24.9 32.2 11.7 29.3 41.1 25.2 7.9 5 15.4 23.9 101
"28" 628 "1997-98" "TOR" "NBA" 82 16 66 0.195 243 36.2 83.1 31.6 69.8 4.5 13.2 18 25.1 14.5 26.2 40.7 21.3 9.4 8.1 16.7 22.6 94.9
"29" 629 "1997-98" "SEA*" "NBA" 82 61 21 0.744 240.9 37.2 78.8 29.6 59.6 7.6 19.1 18.5 25.7 11.4 27.1 38.5 24.2 9.8 4.6 14 22.1 100.6
"30" 630 "1997-98" "SAS*" "NBA" 82 56 26 0.683 241.8 35.3 75.5 31.7 64.9 3.7 10.5 18.2 26.4 12 32.2 44.2 22.4 6.3 6.9 16.1 21.1 92.5
"31" 631 "1997-98" "SAC" "NBA" 82 27 55 0.329 240.6 36.1 81.5 32.6 71.7 3.5 9.8 17.6 25.6 13.3 28.1 41.4 22.4 7.3 5.1 15.5 22.1 93.1
"32" 632 "1997-98" "POR*" "NBA" 82 46 36 0.561 241.8 35.2 78 31.2 65.2 4 12.8 20 27.1 13.2 30.8 44 21.5 7.1 5.7 16.9 22.7 94.3
"33" 633 "1997-98" "PHO*" "NBA" 82 56 26 0.683 243.4 38.3 81.8 33 67.1 5.3 14.8 17.8 23.8 12.1 29.9 42 25.9 9.2 5.2 15.1 21.5 99.6
"34" 634 "1997-98" "PHI" "NBA" 82 31 51 0.378 240.9 34.6 78.2 31.6 68.3 3 9.9 21.1 28.7 13.7 28 41.7 21.1 8.9 6 16.5 22.9 93.3
"35" 635 "1997-98" "ORL" "NBA" 82 41 41 0.5 241.8 33.8 78.7 30.2 67.7 3.6 11.1 18.9 26.1 14.4 26.9 41.2 20.7 7.9 5.4 15.3 19.7 90.1
"36" 636 "1997-98" "NYK*" "NBA" 82 43 39 0.524 241.8 34.9 78.2 30.3 64.3 4.7 13.9 17.1 22.1 11.9 29.7 41.6 21.8 7.7 3.4 15.2 23.7 91.6
"37" 637 "1997-98" "NJN*" "NBA" 82 43 39 0.524 242.4 37.3 84.5 33.5 73.1 3.8 11.4 21.3 28.7 16.4 26.1 42.5 20.5 9.5 3.8 14.4 23.4 99.6
"38" 638 "1997-98" "MIN*" "NBA" 82 45 37 0.549 243 38.5 83.5 34.8 72.8 3.7 10.6 20.4 27.5 13 29.6 42.6 25.2 7.8 5.2 13.9 23 101.1
"39" 639 "1997-98" "MIL" "NBA" 82 36 46 0.439 243 35.6 78 32.5 69.5 3 8.6 20.3 26.4 12.6 27.3 39.9 20.1 8.9 4.4 16.9 23.4 94.5
"40" 640 "1997-98" "MIA*" "NBA" 82 55 27 0.671 240.9 34.8 77.2 28.1 58.3 6.7 18.8 18.8 25.4 12.5 29.5 42 21.4 8.1 5.2 15 24.2 95
"41" 641 "1997-98" "LAL*" "NBA" 82 61 21 0.744 241.8 38.4 79.7 32.3 62.5 6.1 17.3 22.7 33.5 13.2 30.1 43.3 24.5 9 6.8 15.3 22.7 105.5
"42" 642 "1997-98" "LAC" "NBA" 82 17 65 0.207 241.2 35.7 81.6 29.3 63.7 6.4 17.9 18 25 12.7 27.8 40.4 18.7 7.6 5.6 16.1 22.3 95.9
"43" 643 "1997-98" "IND*" "NBA" 82 58 24 0.707 241.8 35.6 75.9 30.7 63.3 4.9 12.5 19.9 26 10.7 28.6 39.3 23 7.9 4.5 14.2 22.7 96
"44" 644 "1997-98" "HOU*" "NBA" 82 41 41 0.5 241.8 35.9 79.4 28.9 59.1 7 20.4 19.9 25.9 12 28.7 40.7 21.9 8.4 3.6 15.8 20.2 98.8
"45" 645 "1997-98" "GSW" "NBA" 82 19 63 0.232 241.8 34.7 83.9 32.4 75.5 2.3 8.5 16.6 23.3 15.7 30.2 45.9 20.8 7.6 5.5 16.7 22.7 88.3
"46" 646 "1997-98" "DET" "NBA" 82 37 45 0.451 243.4 34.9 77.7 31.3 66.3 3.6 11.4 20.8 27.9 12.7 28.5 41.2 19.5 8.3 4.2 14.6 22 94.2
"47" 647 "1997-98" "DEN" "NBA" 82 11 71 0.134 240.6 32.6 78.2 29.1 67.3 3.5 10.9 20.2 26.2 12.7 26.3 39 18.9 8.1 4.8 16 23.6 89
"48" 648 "1997-98" "DAL" "NBA" 82 20 62 0.244 242.7 35.1 82.4 30 67.9 5.1 14.4 16 21.2 12.3 27.8 40.1 18.7 7.9 5.7 14.4 20 91.4
"49" 649 "1997-98" "CLE*" "NBA" 82 47 35 0.573 241.8 34.4 75.7 30.7 65.9 3.6 9.8 20.2 26.7 11.6 28.4 40.1 23.1 9.9 5.1 17.3 23.6 92.5
"50" 650 "1997-98" "CHI*" "NBA" 82 62 20 0.756 242.1 37.4 82.9 33.6 71.2 3.8 11.7 18.2 24.5 15.2 29.7 44.9 23.8 8.5 4.3 14.4 20.6 96.7
"51" 651 "1997-98" "CHH*" "NBA" 82 51 31 0.622 241.2 36.2 77.4 32 66.3 4.2 11 20 26.7 12 28.5 40.6 23.7 8.4 3.8 15.2 21.4 96.6
"52" 652 "1997-98" "BOS" "NBA" 82 36 46 0.439 240.6 36.7 84.6 31.7 69.3 5.1 15.2 17.4 24 14.6 24.9 39.5 22.1 12 4.5 16.2 26.9 95.9
"53" 653 "1997-98" "ATL*" "NBA" 82 50 32 0.61 242.4 35.2 77.5 31.1 65.1 4.1 12.4 21.3 28.2 13.5 29.5 43 19.1 8 6 14.8 20.4 95.9
"54" 654 "1996-97" "WSB*" "NBA" 82 44 38 0.537 242.1 39.1 81.4 35.1 69.2 4 12.2 17.1 24.1 12.3 29.5 41.8 23.4 8.7 4.9 15.7 22.1 99.4
"55" 655 "1996-97" "VAN" "NBA" 82 14 68 0.171 241.2 34.4 78.7 29 63.2 5.4 15.5 15 21.1 12.5 26.3 38.8 22.7 8 5.7 15.9 21.4 89.2
"56" 656 "1996-97" "UTA*" "NBA" 82 64 18 0.78 241.8 38.2 75.8 34.1 64.8 4.1 11 22.7 29.5 10.8 29.4 40.2 26.8 9.1 5.1 15.4 24.2 103.1
"57" 657 "1996-97" "TOR" "NBA" 82 30 52 0.366 241.8 35.3 80.9 28.1 61.1 7.2 19.8 17.6 24.5 13.8 27.5 41.3 20.9 8.8 6.3 16.4 23 95.5
"58" 658 "1996-97" "SEA*" "NBA" 82 57 25 0.695 241.2 36.5 78.2 29.7 58.9 6.8 19.3 21 28 12.3 27.7 40 23.5 11 4.7 15 22 100.9
"59" 659 "1996-97" "SAS" "NBA" 82 20 62 0.244 240.6 34.5 77.9 29.9 63.5 4.6 14.4 16.9 23.5 13.4 26 39.4 20.3 7.9 5.3 15.2 21.5 90.5
"60" 660 "1996-97" "SAC" "NBA" 82 34 48 0.415 242.1 36.6 80.6 31.5 67.7 5 12.9 18.2 25.2 13.4 28.1 41.5 21.9 7.2 4.4 16.2 23.7 96.4
"61" 661 "1996-97" "POR*" "NBA" 82 49 33 0.598 242.1 36.6 78.8 30.5 61.8 6.1 17.1 19.7 27.6 12.9 30.4 43.3 20.9 7.8 5.3 16.5 23.5 99
"62" 662 "1996-97" "PHO*" "NBA" 82 40 42 0.488 242.1 38.3 81.8 31.9 64.4 6.4 17.4 19.7 25.9 11.2 29 40.1 25.2 8.1 3.9 14.4 21.1 102.8
"63" 663 "1996-97" "PHI" "NBA" 82 22 60 0.268 241.2 36.6 83.5 31.3 67 5.3 16.5 21.7 29.9 15.5 28.7 44.2 20.7 8.3 4.8 17.5 21.1 100.2
"64" 664 "1996-97" "ORL*" "NBA" 82 45 37 0.549 242.1 34.6 79.2 27.7 59 6.9 20.3 18 24.1 13.1 27.1 40.1 20.6 8.5 4.4 15.2 20 94.1
"65" 665 "1996-97" "NYK*" "NBA" 82 57 25 0.695 242.1 35.1 75.9 29.4 60.2 5.7 15.8 19.3 25.8 11.9 30.7 42.5 22.1 7.7 4.6 17.8 24.8 95.4
"66" 666 "1996-97" "NJN" "NBA" 82 26 56 0.317 241.2 36.5 86.5 30.6 69.8 5.9 16.7 18.3 24.8 17.2 29 46.2 21 8.3 5.9 15.7 22.7 97.2
"67" 667 "1996-97" "MIN*" "NBA" 82 40 42 0.488 241.2 35.8 78.5 31.3 65.2 4.5 13.3 20 26.6 11.7 28.1 39.7 22.9 7.5 6.8 15.2 22.2 96.1
